Supporting Information for CO2 Rise Directly Impairs Crop Nutritional Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data S1: Input Database, see Data S2 for details",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"By S.F. ter Haar*, P.M. van Bodegom, and L. Scherer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Institute of Environmental Sciences (CML), Leiden University, Leiden, The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*email: s.f.ter.haar@cml.leidenuniv.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientific Name,Family,Genus,Species,Cultivar,Common Name,Photosynthetic Pathway,Tissue,Study Type,Plot Type,Elevated CO2,Ambient CO2,Added CO2,Additional Info,Elevated temperature,Irrigation,Sowing Time,Phosphorous application,Nitrogen application,Ozone,Year,Latitude,Longitude,Country,Reference,n,element,delta,ln r,Origin,Year Published
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Fe,-0.378698225,-0.475938365,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,Mn,-0.342511013,-0.419327265,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,P,-0.338235294,-0.412845215,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Zn,-0.318181818,-0.382992252,snowball,2016
Lactuca sativa 'Oak Leaf',Asteraceae,Lactuca,sativa,Oak Leaf,lettuce,C3,shoot,chamber,pot,700,400,300,,,,,,,,,,,,Perez-Lopez et al 2015b,6,Na,-0.327014198,-0.396031046,snowball,2015
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,K,-0.310344828,-0.371563556,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Mg,-0.304347826,-0.362905494,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Ca,-0.275862069,-0.322773392,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,Ca,-0.272727273,-0.318453731,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,N,-0.271875,-0.317282542,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,N,-0.264788732,-0.307597382,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,Mg,-0.260869565,-0.302280872,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,P,-0.25862069,-0.299242895,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,B,-0.25,-0.287682072,snowball,2016
Lactuca sativa 'Maravilla de Verano',Asteraceae,Lactuca,sativa,Maravilla de Verano,lettuce,C3,shoot,greenhouse,pot,700,392,308,inner NM leaves,,,,,,,,,,,Baslam et al 2012,5,Mn,-0.3802,-0.4783,Loladze,2012
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,Mo,-0.25,-0.287682072,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,S,-0.25,-0.287682072,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,S,-0.25,-0.287682072,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Cu,-0.243589744,-0.279171383,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,P,-0.242424242,-0.277631737,snowball,2016
Spinacia oleracea 'Bloomsdale Long Standing',Amaranthaceae,Spinacia,oleracea,Bloomsdale Long Standing,spinach,C3,shoot,chamber,pot,700,400,300,,,,,,,,,,,,Giri et al 2016,12,Mn,-0.314819206,-0.378072542,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,N,-0.230555556,-0.262086525,snowball,2016
Medicago sativa,Fabaceae,Medicago,sativa,,alfalfa,C3,shoot,chamber,pot,620,400,220,Giza 1,,,,,,,,,,,Almuhayawi et al 2021,3,Na,-0.23046875,-0.261973716,snowball,2021
Lactuca sativa 'Black -Seeded Simpson',Asteraceae,Lactuca,sativa,Black -Seeded Simpson,lettuce,C3,shoot,chamber,pot,700,400,300,,,,,,,,,,,,Giri et al 2016,12,Fe,-0.313155771,-0.375647753,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Fe,-0.225856698,-0.255998278,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,K,-0.222222222,-0.251314428,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,Ca,-0.216216216,-0.243622083,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Cu,-0.204819277,-0.229185866,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Zn,-0.202479339,-0.226247537,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,K,-0.195402299,-0.217412877,snowball,2016
Solanum lycopersicum 'Reimann Philipp',Solanaceae,Solanum,lycopersicum,Reimann Philipp,tomato,C3,fruit,greenhouse,pot,1200,400,800,,,,,,,,,,,,Wheeler et al 1997,1,N,-0.828571429,-1.763588592,snowball,1997
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,Cu,-0.186046512,-0.205852054,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,S,-0.176470588,-0.194156014,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,N,-0.166666667,-0.182321557,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,K,-0.16091954,-0.175448678,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Mg,-0.157894737,-0.171850257,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,S,-0.142857143,-0.15415068,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,Mn,-0.108173077,-0.114483198,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,drought,,,,,,,,,Goicoechea et al 2016,3,Zn,0.003021148,0.003016594,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Mo,0.1,0.09531018,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,not innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Mn,0.401446655,0.337505028,snowball,2016
Triticum durum 'Amilcar',Poaceae,Triticum,durum,Amilcar,durum wheat,C3,grain,greenhouse,pot,700,392,308,innoculated,,well-watered,,,,,,,,,Goicoechea et al 2016,3,Mo,0.428571429,0.356674944,snowball,2016
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,dry,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Zn,-0.241066198,-0.275840723,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,dry,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Fe,-0.222367914,-0.251501763,snowball,2019
Solanum lycopersicum 'Astra',Solanaceae,Solanum,lycopersicum,Astra,tomato,C3,fruit,greenhouse,pot,1000,400,600,,,,,,,,,,,,Khan et al 2013,3,Ni,-0.6085,-0.9378,Loladze,2013
Lactuca sativa 'Black -Seeded Simpson',Asteraceae,Lactuca,sativa,Black -Seeded Simpson,lettuce,C3,shoot,chamber,pot,700,400,300,,,,,,,,,,,,Giri et al 2016,12,N,-0.304054054,-0.362483286,snowball,2016
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,dry,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Ca,-0.195652174,-0.217723484,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,dry,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Na,-0.185710125,-0.205438865,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,dry,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Cu,-0.185410334,-0.20507077,snowball,2019
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,N,-0.361820852,-0.449136238,snowball,2022
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,dry,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,P,-0.153535354,-0.166686843,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,dry,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Mn,-0.153159851,-0.166243329,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,wet,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Ca,-0.146551724,-0.158470341,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,dry,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,K,-0.107730263,-0.113986797,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,dry,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Mg,-0.103703704,-0.109484233,snowball,2019
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,Cu,-0.216829746,-0.244405168,snowball,2022
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,dry,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,S,-0.090909091,-0.09531018,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,wet,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,K,-0.084327087,-0.08809606,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,wet,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Fe,-0.082698171,-0.086318712,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,wet,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Na,-0.080766396,-0.084214996,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,wet,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Zn,-0.078588375,-0.08184841,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,wet,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Mg,-0.033333333,-0.033901552,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,wet,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,S,-0.033333333,-0.033901552,snowball,2019
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,Zn,-0.070911285,-0.07355105,snowball,2022
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,wet,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Cu,-0.024390244,-0.024692613,snowball,2019
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,Na,-0.022184117,-0.022433886,snowball,2022
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,wet,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,P,-0.00486618,-0.004878058,snowball,2019
Spinacia oleracea 'Bloomsdale Long Standing',Amaranthaceae,Spinacia,oleracea,Bloomsdale Long Standing,spinach,C3,shoot,chamber,pot,700,400,300,,,,,,,,,,,,Giri et al 2016,12,Zn,-0.294145532,-0.348346199,snowball,2016
Lactuca sativa 'Oak Leaf',Asteraceae,Lactuca,sativa,Oak Leaf,lettuce,C3,shoot,chamber,pot,700,400,300,,,,,,,,,,,,Perez-Lopez et al 2015a,6,Na,-0.294117646,-0.348306693,snowball,2015
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,C,-0.003226709,-0.003231926,snowball,2022
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,K,0.04813137,0.047008931,snowball,2022
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,wet,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,C,0.023892815,0.023611849,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,dry,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,C,0.027156183,0.026793996,snowball,2019
Vicia faba 'Fiesta',Fabaceae,Vicia,faba,Fiesta,faba bean,C3,seed,FACE,field,550,400,150,,,wet,,,,,,-36.749167,142.113889,Australia,Parvin et al 2019,4,Mn,0.033460803,0.032913173,snowball,2019
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,Mg,0.089655172,0.085861291,snowball,2022
Lactuca sativa 'Rex',Asteraceae,Lactuca,sativa,Rex,lettuce,C3,shoot,chamber,pot,800,400,400,,,,,,,,,,,,Holley et al 2022,12,Fe,-0.389337419,-0.493210712,snowball,2022
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,Mn,0.11308204,0.10713278,snowball,2022
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,P,0.128787879,0.121144383,snowball,2022
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,N,0.143975332,0.13450933,snowball,2022
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,B,0.223923445,0.202061637,snowball,2022
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,Fe,0.566193569,0.448648197,snowball,2022
Solanum lycopersicum 'Teteia',Solanaceae,Solanum,lycopersicum,Teteia,tomato,C3,fruit,OTC,pot,650,410,240,,27/22,,,,,,,-20.75,-42.25,Brazil,Pimenta et al 2023,4,Mg,-0.196687376,-0.219011321,snowball,2023
Vicia faba 'Muchamiel',Fabaceae,Vicia,faba,Muchamiel,faba bean,C3,seed,greenhouse,pot,710,395,315,,,,,,,,,,,,Garmendia et al 2022,4,Ca,0.782608696,0.578077851,snowball,2022
Solanum tuberosum 'Kufri chandramukhi',Solanaceae,Solanum,tuberosum,Kufri chandramukhi,potato,C3,tuber,OTC,field,570,382,188,,,,,,,50 ppb,,25.233333,82.05,India,Kumari and Agrawal 2014,6,protein,-0.265252169,-0.308227925,snowball,2014
Pisum sativum 'OZP0601',Fabaceae,Pisum,sativum,OZP0601,field pea,C3,seed,FACE,field,550,380,170,,,wet,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,Ca,0,0,Dietterich,2015
Pisum sativum 'Sturt',Fabaceae,Pisum,sativum,Sturt,field pea,C3,seed,FACE,field,550,380,170,,,dry,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,S,0,0,Dietterich,2015
Solanum lycopersicum 'Teteia',Solanaceae,Solanum,lycopersicum,Teteia,tomato,C3,fruit,OTC,pot,650,410,240,,27/22,,,,,,,-20.75,-42.25,Brazil,Pimenta et al 2023,4,Mg,-0.195195201,-0.217155517,snowball,2023
Beta vulgaris 'Impuls',Amaranthaceae,Beta,vulgaris,Impuls,sugar beet,C3,root,FACE,field,550,377,173,,,,,,,,2004,52.3,10.433333,Germany,Manderscheid et al 2010,2,Na,-0.279778393,-0.328196327,snowball,2010
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Zn,-0.247104247,-0.283828503,snowball,2019
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Ca,-0.2125,-0.238891908,snowball,2019
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Cu,-0.191489362,-0.212561442,snowball,2019
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,P,-0.154761905,-0.168136922,snowball,2019
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Mn,-0.130434783,-0.139761942,snowball,2019
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,P,-0.125698324,-0.134329796,snowball,2019
Pisum sativum 'OZP0902',Fabaceae,Pisum,sativum,OZP0902,field pea,C3,seed,FACE,field,550,380,170,,,dry,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,Phyt,-0.169724771,-0.185998032,Dietterich,2015
Pisum sativum 'Sturt',Fabaceae,Pisum,sativum,Sturt,field pea,C3,seed,FACE,field,550,380,170,,,wet,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,Phyt,-0.163529412,-0.17856392,Dietterich,2015
Pisum sativum 'OZP0902',Fabaceae,Pisum,sativum,OZP0902,field pea,C3,seed,FACE,field,550,380,170,,,wet,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,Phyt,-0.159965035,-0.174311763,Dietterich,2015
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Fe,-0.115740741,-0.12300498,snowball,2019
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Zn,-0.113425926,-0.120390599,snowball,2019
Pisum sativum 'OZP0902',Fabaceae,Pisum,sativum,OZP0902,field pea,C3,seed,FACE,field,550,380,170,,,wet,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,P,-0.151728178,-0.16455415,Dietterich,2015
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,P,-0.109170306,-0.11560201,snowball,2019
Pisum sativum 'Sturt',Fabaceae,Pisum,sativum,Sturt,field pea,C3,seed,FACE,field,550,380,170,,,wet,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,Zn,-0.140688259,-0.151623511,Dietterich,2015
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Fe,-0.099737533,-0.105068928,snowball,2019
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Mn,-0.096858639,-0.101876192,snowball,2019
Pisum sativum 'OZP0601',Fabaceae,Pisum,sativum,OZP0601,field pea,C3,seed,FACE,field,550,380,170,,,wet,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,Zn,-0.127929688,-0.136885225,Dietterich,2015
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Mg,-0.087719298,-0.091807549,snowball,2019
Pisum sativum 'OZP0902',Fabaceae,Pisum,sativum,OZP0902,field pea,C3,seed,FACE,field,550,380,170,,,wet,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,Zn,-0.111754967,-0.118507636,Dietterich,2015
Pisum sativum 'Kaspa',Fabaceae,Pisum,sativum,Kaspa,field pea,C3,seed,FACE,field,550,380,170,,,dry,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,Fe,-0.111227702,-0.117914209,Dietterich,2015
Pisum sativum 'Sturt',Fabaceae,Pisum,sativum,Sturt,field pea,C3,seed,FACE,field,550,380,170,,,wet,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,Ca,-0.109195402,-0.115630182,Dietterich,2015
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Zn,-0.077441077,-0.080604032,snowball,2019
Pisum sativum 'OZP0902',Fabaceae,Pisum,sativum,OZP0902,field pea,C3,seed,FACE,field,550,380,170,,,wet,,,,,2010,-36.749167,142.113889,Australia,Dietterich et al 2015,4,S,-0.103739445,-0.10952411,Dietterich,2015
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Cu,-0.070422535,-0.073025135,snowball,2019
Pisum sativum 'PBA Twilight',Fabaceae,Pisum,sativum,PBA Twilight,field pea,C3,seed,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Fe,-0.070017953,-0.072589998,snowball,2019
