CO2 Rise Directly Impairs Crop Nutritional Quality,,,,,,,,,,,,,,,,,,,
Data S3: Bootstrapping Results, see Data S4 for details,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"By S.F. ter Haar*, P.M. van Bodegom, and L. Scherer",,,,,,,,,,,,,,,,,,,
"Institute of Environmental Sciences (CML), Leiden University, Leiden, The Netherlands",,,,,,,,,,,,,,,,,,,
*email: s.f.ter.haar@cml.leidenuniv.nl,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
mean,2.5,97.5,power,p-value,m,class,studytype,plottype,element,c3c4,tissue,Family,Genus,Common Name,Species,Cultivar,2.50%,mean%,97.50%
0.4409,0.3167,0.5762,0.1048,0,44,c3c4+Family+element,,,Pb,C3,,Poaceae,,,,,37.2591,55.4105,77.9264
-0.0156,-0.0293,-0.0019,1,0.0245,340,c3c4+Family+element,,,Phyt,C3,,Poaceae,,,,,-2.8875,-1.5479,-0.1898
-0.0669,-0.0707,-0.0632,1,0,666,c3c4+Family+element,,,S,C3,,Poaceae,,,,,-6.8259,-6.4711,-6.1244
-0.0044,-0.0318,0.0241,0.9384,0.7542,57,c3c4+Family+element,,,Sc,C3,,Poaceae,,,,,-3.13,-0.439,2.4393
-0.1498,-0.339,0.0121,0.1088,0.0928,26,c3c4+Family+element,,,Se,C3,,Poaceae,,,,,-28.7518,-13.912,1.2174
0.0331,0.0026,0.0642,0.887,0.0351,81,c3c4+Family+element,,,Si,C3,,Poaceae,,,,,0.2603,3.3654,6.6306
-0.0845,-0.1209,-0.0467,0.0641,0,18,c3c4+Family+element,,,Sr,C3,,Poaceae,,,,,-11.3877,-8.1028,-4.5626
-0.0093,-0.0714,0.0544,0.3365,0.7779,57,c3c4+Family+element,,,V,C3,,Poaceae,,,,,-6.8911,-0.9257,5.5907
-0.0857,-0.0947,-0.0768,1,0,1097,c3c4+Family+element,,,Zn,C3,,Poaceae,,,,,-9.0354,-8.213,-7.3925
-0.1016,-0.1075,-0.0958,1,0,557,c3c4+Family+element,,,protein,C3,,Poaceae,,,,,-10.1923,-9.6609,-9.1354
0.024,0.0013,0.0463,0.9911,0.0369,108,c3c4+Family+element,,,B,C3,,Solanaceae,,,,,0.1301,2.429,4.7389
0.0394,0.0196,0.0613,0.9971,0.0004,62,c3c4+Family+element,,,C,C3,,Solanaceae,,,,,1.9793,4.0186,6.3218
0.1809,0.1223,0.2502,0.2643,0,231,c3c4+Family+element,,,Ca,C3,,Solanaceae,,,,,13.0093,19.8295,28.4282
-0.6507,-1.1263,-0.1835,0.058,0.0015,10,c3c4+Family+element,,,Cd,C3,,Solanaceae,,,,,-67.5769,-47.832,-16.7648
-0.0462,-0.1183,0.0211,0.3204,0.1936,84,c3c4+Family+element,,,Cl,C3,,Solanaceae,,,,,-11.1571,-4.5149,2.1324
-0.0854,-0.0939,-0.0769,0.1236,0,6,c3c4+Family+element,,,Cr,C3,,Solanaceae,,,,,-8.9626,-8.1855,-7.4018
0.151,0.0466,0.2766,0.1059,0.0109,95,c3c4+Family+element,,,Cu,C3,,Solanaceae,,,,,4.7703,16.2997,31.8639
-0.0213,-0.0509,0.0089,0.9052,0.1614,119,c3c4+Family+element,,,Fe,C3,,Solanaceae,,,,,-4.9626,-2.1075,0.894
-0.0386,-0.0517,-0.0263,1,0,231,c3c4+Family+element,,,K,C3,,Solanaceae,,,,,-5.0386,-3.7865,-2.5957
-0.0072,-0.0398,0.0292,0.7745,0.6859,155,c3c4+Family+element,,,Mg,C3,,Solanaceae,,,,,-3.9018,-0.7174,2.963
0.0386,0.0192,0.0587,0.9991,0.0002,195,c3c4+Family+element,,,Mn,C3,,Solanaceae,,,,,1.9386,3.9355,6.0457
-0.0616,-0.0629,-0.0603,0.0431,0,8,c3c4+Family+element,,,Mo,C3,,Solanaceae,,,,,-6.0963,-5.9741,-5.8518
-0.0753,-0.0952,-0.0558,0.9983,0,122,c3c4+Family+element,,,N,C3,,Solanaceae,,,,,-9.0809,-7.2535,-5.4272
-0.0681,-0.0836,-0.0528,1,0,186,c3c4+Family+element,,,N proxy,C3,,Solanaceae,,,,,-8.0201,-6.5833,-5.143
-0.2514,-0.333,-0.1752,0.2702,0,105,c3c4+Family+element,,,Na,C3,,Solanaceae,,,,,-28.323,-22.2289,-16.0711
-0.1964,-0.2084,-0.1843,0.1267,0,6,c3c4+Family+element,,,Ni,C3,,Solanaceae,,,,,-18.8118,-17.8317,-16.8314
-0.0341,-0.0448,-0.0239,1,0,204,c3c4+Family+element,,,P,C3,,Solanaceae,,,,,-4.3811,-3.3525,-2.3617
-0.0908,-0.1017,-0.0799,0.1262,0,6,c3c4+Family+element,,,Pb,C3,,Solanaceae,,,,,-9.6699,-8.68,-7.6791
0.0482,0.0224,0.0766,0.9453,0.0004,32,c3c4+Family+element,,,S,C3,,Solanaceae,,,,,2.2653,4.9381,7.961
-0.0699,-0.0892,-0.0515,0.9995,0,119,c3c4+Family+element,,,Zn,C3,,Solanaceae,,,,,-8.5337,-6.7513,-5.0196
-0.0532,-0.0829,-0.0226,0.8953,0.0007,78,c3c4+Family+element,,,protein,C3,,Solanaceae,,,,,-7.9557,-5.181,-2.2347
0.0581,0.0301,0.0886,0.9063,0.0001,50,c3c4+Family+element,,,B,C4,,Poaceae,,,,,3.0558,5.9821,9.2644
0.0256,-0.0101,0.0609,0.7906,0.159,56,c3c4+Family+element,,,Ca,C4,,Poaceae,,,,,-1.0049,2.593,6.2793
0.0255,-0.0356,0.0939,0.289,0.4601,56,c3c4+Family+element,,,Cu,C4,,Poaceae,,,,,-3.4974,2.5828,9.845
0.0282,-0.0274,0.0979,0.2575,0.3845,56,c3c4+Family+element,,,Fe,C4,,Poaceae,,,,,-2.7028,2.8601,10.2852
0.0167,-0.006,0.0428,0.9814,0.1804,56,c3c4+Family+element,,,K,C4,,Poaceae,,,,,-0.5982,1.684,4.3729
0.0096,-0.0297,0.0602,0.4652,0.6811,56,c3c4+Family+element,,,Mg,C4,,Poaceae,,,,,-2.9263,0.9646,6.2049
0.0093,-0.0175,0.0398,0.9191,0.523,56,c3c4+Family+element,,,Mn,C4,,Poaceae,,,,,-1.7348,0.9343,4.0603
-0.0472,-0.0667,-0.0278,0.9995,0,56,c3c4+Family+element,,,N,C4,,Poaceae,,,,,-6.4524,-4.6103,-2.7417
-0.0474,-0.0664,-0.0279,0.9991,0,56,c3c4+Family+element,,,N proxy,C4,,Poaceae,,,,,-6.4244,-4.6294,-2.7514
0.0042,-0.0153,0.0246,0.9985,0.6759,56,c3c4+Family+element,,,P,C4,,Poaceae,,,,,-1.5184,0.4209,2.4905
0.0393,-0.024,0.1047,0.3136,0.2177,32,c3c4+Family+element,,,Phyt,C4,,Poaceae,,,,,-2.3714,4.0082,11.0377
0.0118,-0.0054,0.0288,1,0.1702,32,c3c4+Family+element,,,S,C4,,Poaceae,,,,,-0.5385,1.187,2.9219
-0.0192,-0.0341,-0.005,1,0.0111,56,c3c4+Family+element,,,Zn,C4,,Poaceae,,,,,-3.3525,-1.9017,-0.4988
-0.0786,-0.1075,-0.0523,0.0712,0,18,c3c4+Family+element,,,protein,C4,,Poaceae,,,,,-10.1923,-7.559,-5.0956
0.0403,-0.0088,0.0822,0.0845,0.0833,18,c3c4+Family+element+Tissue,,,Ca,C3,shoot,Amaranthaceae,,,,,-0.8761,4.1123,8.5673
-0.1435,-0.1498,-0.1373,0.0651,0,15,c3c4+Family+element+Tissue,,,Cu,C3,shoot,Amaranthaceae,,,,,-13.912,-13.3679,-12.8291
-0.1659,-0.2516,-0.0832,0.0584,0.0005,18,c3c4+Family+element+Tissue,,,Fe,C3,shoot,Amaranthaceae,,,,,-22.2444,-15.2869,-7.9833
0.0349,-0.0015,0.0708,0.0621,0.0605,10,c3c4+Family+element+Tissue,,,K,C3,root,Amaranthaceae,,,,,-0.1499,3.5516,7.3367
-0.0561,-0.0638,-0.0483,0.0599,0,15,c3c4+Family+element+Tissue,,,K,C3,shoot,Amaranthaceae,,,,,-6.1807,-5.4555,-4.7152
-0.1281,-0.2438,-0.0221,0.0707,0.0213,18,c3c4+Family+element+Tissue,,,Mg,C3,shoot,Amaranthaceae,,,,,-21.6356,-12.0235,-2.1858
-0.2021,-0.2224,-0.182,0.0601,0,15,c3c4+Family+element+Tissue,,,Mn,C3,shoot,Amaranthaceae,,,,,-19.9405,-18.2987,-16.6399
-0.1664,-0.172,-0.1608,0.0611,0,15,c3c4+Family+element+Tissue,,,N,C3,shoot,Amaranthaceae,,,,,-15.8021,-15.3293,-14.8538
-0.1664,-0.172,-0.1608,0.0562,0,15,c3c4+Family+element+Tissue,,,N proxy,C3,shoot,Amaranthaceae,,,,,-15.8021,-15.3293,-14.8538
-0.1754,-0.2588,-0.0965,0.0616,0,10,c3c4+Family+element+Tissue,,,Na,C3,root,Amaranthaceae,,,,,-22.8023,-16.0879,-9.199
-0.0547,-0.0637,-0.046,0.0558,0,15,c3c4+Family+element+Tissue,,,P,C3,shoot,Amaranthaceae,,,,,-6.1714,-5.3231,-4.4958
-0.0386,-0.0616,-0.0162,0.065,0.001,15,c3c4+Family+element+Tissue,,,S,C3,shoot,Amaranthaceae,,,,,-5.9741,-3.7865,-1.6069
-0.1717,-0.2069,-0.1361,0.0575,0,15,c3c4+Family+element+Tissue,,,Zn,C3,shoot,Amaranthaceae,,,,,-18.6899,-15.7768,-12.7245
0.4873,0.4426,0.5334,0.1204,0,6,c3c4+Family+element+Tissue,,,Ca,C3,shoot,Apiaceae,,,,,55.675,62.7915,70.4719
0.3226,0.1074,0.5371,0.1244,0.0154,6,c3c4+Family+element+Tissue,,,Cu,C3,shoot,Apiaceae,,,,,11.338,38.0713,71.1038
0.1107,0.021,0.2005,0.1251,0.0328,6,c3c4+Family+element+Tissue,,,Fe,C3,shoot,Apiaceae,,,,,2.1222,11.706,22.2014
-0.0184,-0.0498,0.0124,0.1281,0.2199,6,c3c4+Family+element+Tissue,,,K,C3,shoot,Apiaceae,,,,,-4.858,-1.8232,1.2477
0.0869,-0.0394,0.2128,0.1261,0.2192,6,c3c4+Family+element+Tissue,,,Mg,C3,shoot,Apiaceae,,,,,-3.8634,9.0788,23.7137
0.1015,0.0713,0.1315,0.1214,0,6,c3c4+Family+element+Tissue,,,Mn,C3,shoot,Apiaceae,,,,,7.3903,10.683,14.0538
-0.0099,-0.0349,0.0154,0.1257,0.6873,6,c3c4+Family+element+Tissue,,,P,C3,shoot,Apiaceae,,,,,-3.4298,-0.9851,1.5519
0.5688,0.4557,0.6819,0.1237,0,6,c3c4+Family+element+Tissue,,,Zn,C3,shoot,Apiaceae,,,,,57.7277,76.6146,97.7632
0.0205,0.0091,0.0328,1,0.0003,108,c3c4+Family+element+Tissue,,,B,C3,shoot,Asteraceae,,,,,0.9142,2.0712,3.3344
-0.0038,-0.0133,0.0064,1,0.4507,50,c3c4+Family+element+Tissue,,,C,C3,shoot,Asteraceae,,,,,-1.3212,-0.3793,0.6421
-0.0104,-0.0226,0.0022,1,0.0973,137,c3c4+Family+element+Tissue,,,Ca,C3,shoot,Asteraceae,,,,,-2.2347,-1.0346,0.2202
0.0296,0.0127,0.0471,1,0.0007,130,c3c4+Family+element+Tissue,,,Cu,C3,shoot,Asteraceae,,,,,1.2781,3.0042,4.8227
-0.0724,-0.1213,-0.0197,0.4431,0.0059,134,c3c4+Family+element+Tissue,,,Fe,C3,shoot,Asteraceae,,,,,-11.4232,-6.9841,-1.9507
-0.016,-0.022,-0.0099,1,0,137,c3c4+Family+element+Tissue,,,K,C3,shoot,Asteraceae,,,,,-2.176,-1.5873,-0.9851
-0.0179,-0.0306,-0.0059,1,0.0052,137,c3c4+Family+element+Tissue,,,Mg,C3,shoot,Asteraceae,,,,,-3.0137,-1.7741,-0.5883
0.015,-0.0074,0.0377,0.9906,0.2008,130,c3c4+Family+element+Tissue,,,Mn,C3,shoot,Asteraceae,,,,,-0.7373,1.5113,3.842
-0.0465,-0.0575,-0.036,1,0,137,c3c4+Family+element+Tissue,,,N,C3,shoot,Asteraceae,,,,,-5.5878,-4.5435,-3.536
-0.0465,-0.0574,-0.0356,1,0,137,c3c4+Family+element+Tissue,,,N proxy,C3,shoot,Asteraceae,,,,,-5.5784,-4.5435,-3.4974
-0.1606,-0.1881,-0.1315,0.9277,0,36,c3c4+Family+element+Tissue,,,Na,C3,shoot,Asteraceae,,,,,-17.1468,-14.8367,-12.3221
-0.0121,-0.0174,-0.0066,1,0.0001,137,c3c4+Family+element+Tissue,,,P,C3,shoot,Asteraceae,,,,,-1.7249,-1.2027,-0.6578
-0.0584,-0.0934,-0.0265,0.8538,0.0009,84,c3c4+Family+element+Tissue,,,S,C3,shoot,Asteraceae,,,,,-8.9171,-5.6727,-2.6152
-0.0236,-0.0319,-0.015,1,0,130,c3c4+Family+element+Tissue,,,Zn,C3,shoot,Asteraceae,,,,,-3.1397,-2.3324,-1.4888
-0.2118,-0.3929,-0.0297,0.0345,0.0058,8,c3c4+Family+element+Tissue,,,C,C3,root,Brassicaceae,,,,,-32.4904,-19.0873,-2.9263
0.0512,0.0486,0.0538,0.0633,0,18,c3c4+Family+element+Tissue,,,C,C3,stem,Brassicaceae,,,,,4.98,5.2533,5.5274
-0.1165,-0.1342,-0.1009,0.0863,0,11,c3c4+Family+element+Tissue,,,Ca,C3,root,Brassicaceae,,,,,-12.5585,-10.997,-9.5977
0.0111,-0.0172,0.0414,0.9131,0.445,40,c3c4+Family+element+Tissue,,,Ca,C3,seed,Brassicaceae,,,,,-1.7053,1.1162,4.2269
-0.1249,-0.1644,-0.0841,0.0647,0,18,c3c4+Family+element+Tissue,,,Ca,C3,shoot,Brassicaceae,,,,,-15.1597,-11.7415,-8.0661
-0.0245,-0.0294,-0.0195,0.1206,0,6,c3c4+Family+element+Tissue,,,Ca,C3,tuber,Brassicaceae,,,,,-2.8972,-2.4202,-1.9311
0.0429,0.0376,0.0482,0.1286,0,6,c3c4+Family+element+Tissue,,,Cr,C3,tuber,Brassicaceae,,,,,3.8316,4.3834,4.9381
0.0061,-0.0093,0.0201,1,0.4334,28,c3c4+Family+element+Tissue,,,Cu,C3,seed,Brassicaceae,,,,,-0.9257,0.6119,2.0303
-0.098,-0.1456,-0.0564,0.0788,0.0001,18,c3c4+Family+element+Tissue,,,Cu,C3,shoot,Brassicaceae,,,,,-13.5497,-9.3351,-5.4839
0.012,-0.0146,0.039,0.1222,0.6802,6,c3c4+Family+element+Tissue,,,Cu,C3,tuber,Brassicaceae,,,,,-1.4494,1.2072,3.977
-0.0693,-0.1023,-0.0396,0.8913,0,40,c3c4+Family+element+Tissue,,,Fe,C3,seed,Brassicaceae,,,,,-9.7241,-6.6953,-3.8826
-0.0426,-0.0586,-0.026,0.0631,0,18,c3c4+Family+element+Tissue,,,Fe,C3,shoot,Brassicaceae,,,,,-5.6916,-4.1705,-2.5665
-0.0267,-0.051,-0.0023,0.1265,0.0317,6,c3c4+Family+element+Tissue,,,Fe,C3,tuber,Brassicaceae,,,,,-4.9721,-2.6347,-0.2297
0.0086,-0.0405,0.0588,0.0493,0.7413,11,c3c4+Family+element+Tissue,,,K,C3,root,Brassicaceae,,,,,-3.9691,0.8637,6.0563
0.0705,0.0339,0.1035,0.8336,0.0001,28,c3c4+Family+element+Tissue,,,K,C3,seed,Brassicaceae,,,,,3.4481,7.3045,10.9046
-0.0156,-0.0333,0.0035,0.0618,0.0972,18,c3c4+Family+element+Tissue,,,K,C3,shoot,Brassicaceae,,,,,-3.2752,-1.5479,0.3506
0.0018,-0.0025,0.006,0.1218,0.6907,6,c3c4+Family+element+Tissue,,,K,C3,tuber,Brassicaceae,,,,,-0.2497,0.1802,0.6018
-0.0526,-0.121,0.0173,0.053,0.0831,11,c3c4+Family+element+Tissue,,,Mg,C3,root,Brassicaceae,,,,,-11.3966,-5.1241,1.7451
-0.0174,-0.0407,0.005,0.9893,0.135,40,c3c4+Family+element+Tissue,,,Mg,C3,seed,Brassicaceae,,,,,-3.9883,-1.7249,0.5013
-0.0758,-0.0988,-0.0541,0.0694,0,18,c3c4+Family+element+Tissue,,,Mg,C3,shoot,Brassicaceae,,,,,-9.4076,-7.2998,-5.2663
-0.0191,-0.0234,-0.0147,0.1275,0,6,c3c4+Family+element+Tissue,,,Mg,C3,tuber,Brassicaceae,,,,,-2.3128,-1.8919,-1.4592
0.0326,0.0072,0.0586,0.9679,0.0112,28,c3c4+Family+element+Tissue,,,Mn,C3,seed,Brassicaceae,,,,,0.7226,3.3137,6.0351
-0.0784,-0.1378,-0.012,0.0588,0.0148,18,c3c4+Family+element+Tissue,,,Mn,C3,shoot,Brassicaceae,,,,,-12.8727,-7.5405,-1.1928
0.028,0.0243,0.0318,0.1206,0,6,c3c4+Family+element+Tissue,,,Mn,C3,tuber,Brassicaceae,,,,,2.4598,2.8396,3.2311
-0.0642,-0.1741,0.0482,0.1281,0.2231,6,c3c4+Family+element+Tissue,,,Mo,C3,shoot,Brassicaceae,,,,,-15.9787,-6.2183,4.9381
-0.0231,-0.0648,0.0204,0.0502,0.3113,11,c3c4+Family+element+Tissue,,,N,C3,root,Brassicaceae,,,,,-6.2745,-2.2835,2.061
-0.0638,-0.0928,-0.0348,0.919,0,24,c3c4+Family+element+Tissue,,,N,C3,seed,Brassicaceae,,,,,-8.8624,-6.1807,-3.4201
0.0216,-0.0117,0.0528,0.0834,0.2077,13,c3c4+Family+element+Tissue,,,N,C3,shoot,Brassicaceae,,,,,-1.1632,2.1835,5.4219
-0.044,-0.0512,-0.0361,0.0652,0,18,c3c4+Family+element+Tissue,,,N,C3,stem,Brassicaceae,,,,,-4.9911,-4.3046,-3.5456
-0.0235,-0.0648,0.0204,0.0535,0.3137,11,c3c4+Family+element+Tissue,,,N proxy,C3,root,Brassicaceae,,,,,-6.2745,-2.3226,2.061
-0.0526,-0.0721,-0.034,0.9992,0,40,c3c4+Family+element+Tissue,,,N proxy,C3,seed,Brassicaceae,,,,,-6.9562,-5.1241,-3.3428
0.0219,-0.0115,0.0553,0.0594,0.1814,13,c3c4+Family+element+Tissue,,,N proxy,C3,shoot,Brassicaceae,,,,,-1.1434,2.2142,5.6858
-0.044,-0.0515,-0.0361,0.0629,0,18,c3c4+Family+element+Tissue,,,N proxy,C3,stem,Brassicaceae,,,,,-5.0196,-4.3046,-3.5456
-0.0661,-0.0691,-0.063,0.1301,0,6,c3c4+Family+element+Tissue,,,N proxy,C3,tuber,Brassicaceae,,,,,-6.6767,-6.3963,-6.1057
-0.0021,-0.0099,0.0056,0.1238,0.6812,6,c3c4+Family+element+Tissue,,,Ni,C3,tuber,Brassicaceae,,,,,-0.9851,-0.2098,0.5616
-0.0145,-0.0761,0.0494,0.0486,0.7463,11,c3c4+Family+element+Tissue,,,P,C3,root,Brassicaceae,,,,,-7.3276,-1.4395,5.0641
-0.034,-0.1062,0.0304,0.3516,0.3362,28,c3c4+Family+element+Tissue,,,P,C3,seed,Brassicaceae,,,,,-10.0755,-3.3428,3.0867
-0.0661,-0.0931,-0.0409,0.0714,0,18,c3c4+Family+element+Tissue,,,P,C3,shoot,Brassicaceae,,,,,-8.8898,-6.3963,-4.0075
0.001,-0.0099,0.0118,0.1271,0.6905,6,c3c4+Family+element+Tissue,,,Pb,C3,tuber,Brassicaceae,,,,,-0.9851,0.1001,1.187
-0.1233,-0.1675,-0.0788,0.0386,0,8,c3c4+Family+element+Tissue,,,S,C3,root,Brassicaceae,,,,,-15.4223,-11.6002,-7.5775
-0.0545,-0.075,-0.0374,0.0708,0,16,c3c4+Family+element+Tissue,,,S,C3,seed,Brassicaceae,,,,,-7.2257,-5.3041,-3.6709
0.0106,-0.022,0.0483,0.7448,0.5582,21,c3c4+Family+element+Tissue,,,S,C3,shoot,Brassicaceae,,,,,-2.176,1.0656,4.9485
-0.0253,-0.0278,-0.0229,0.0561,0,18,c3c4+Family+element+Tissue,,,S,C3,stem,Brassicaceae,,,,,-2.7417,-2.4983,-2.264
-0.1084,-0.1415,-0.0761,0.8554,0,40,c3c4+Family+element+Tissue,,,Zn,C3,seed,Brassicaceae,,,,,-13.1945,-10.2731,-7.3276
-0.0542,-0.0756,-0.0316,0.061,0,18,c3c4+Family+element+Tissue,,,Zn,C3,shoot,Brassicaceae,,,,,-7.2813,-5.2757,-3.1106
-0.0626,-0.0766,-0.0485,0.1233,0,6,c3c4+Family+element+Tissue,,,Zn,C3,tuber,Brassicaceae,,,,,-7.374,-6.0681,-4.7343
-0.0357,-0.053,-0.0186,0.0619,0,16,c3c4+Family+element+Tissue,,,protein,C3,seed,Brassicaceae,,,,,-5.162,-3.507,-1.8428
-0.0662,-0.0692,-0.0632,0.1285,0,6,c3c4+Family+element+Tissue,,,protein,C3,tuber,Brassicaceae,,,,,-6.686,-6.4056,-6.1244
0.0366,-0.0359,0.1582,0.0638,0.592,19,c3c4+Family+element+Tissue,,,Ca,C3,fruit,Cucurbitaceae,,,,,-3.5263,3.7278,17.14
-0.0332,-0.0507,-0.0149,0.0368,0,4,c3c4+Family+element+Tissue,,,Cu,C3,fruit,Cucurbitaceae,,,,,-4.9436,-3.2655,-1.479
-0.0734,-0.1028,-0.0449,0.0621,0,7,c3c4+Family+element+Tissue,,,Fe,C3,fruit,Cucurbitaceae,,,,,-9.7693,-7.0771,-4.3907
-0.0229,-0.0512,0.0079,0.06,0.1291,19,c3c4+Family+element+Tissue,,,K,C3,fruit,Cucurbitaceae,,,,,-4.9911,-2.264,0.7931
-0.0303,-0.0588,0.0076,0.0532,0.0708,19,c3c4+Family+element+Tissue,,,Mg,C3,fruit,Cucurbitaceae,,,,,-5.7105,-2.9846,0.7629
0.001,-0.0203,0.0203,0.0609,0.9309,7,c3c4+Family+element+Tissue,,,Mn,C3,fruit,Cucurbitaceae,,,,,-2.0095,0.1001,2.0507
-0.075,-0.0994,-0.0506,0.0704,0,4,c3c4+Family+element+Tissue,,,Mo,C3,fruit,Cucurbitaceae,,,,,-9.462,-7.2257,-4.9341
-0.0227,-0.0352,-0.0102,0.0603,0.0002,16,c3c4+Family+element+Tissue,,,N,C3,fruit,Cucurbitaceae,,,,,-3.4588,-2.2444,-1.0148
-0.0257,-0.0378,-0.0137,0.0648,0,18,c3c4+Family+element+Tissue,,,N proxy,C3,fruit,Cucurbitaceae,,,,,-3.7094,-2.5373,-1.3607
-0.0002,-0.029,0.0258,0.0663,0.9877,7,c3c4+Family+element+Tissue,,,Na,C3,fruit,Cucurbitaceae,,,,,-2.8584,-0.02,2.6136
-0.0297,-0.0528,0.001,0.048,0.0313,19,c3c4+Family+element+Tissue,,,P,C3,fruit,Cucurbitaceae,,,,,-5.143,-2.9263,0.1001
-0.0074,-0.0192,0.0059,0.0576,0.2669,7,c3c4+Family+element+Tissue,,,S,C3,fruit,Cucurbitaceae,,,,,-1.9017,-0.7373,0.5917
-0.0305,-0.0886,0.0256,0.0723,0.3193,7,c3c4+Family+element+Tissue,,,Zn,C3,fruit,Cucurbitaceae,,,,,-8.4788,-3.004,2.593
-0.0491,-0.0575,-0.0407,0.2532,0,2,c3c4+Family+element+Tissue,,,protein,C3,fruit,Cucurbitaceae,,,,,-5.5878,-4.7914,-3.9883
0.0109,-0.0055,0.0276,1,0.1974,291,c3c4+Family+element+Tissue,,,Al,C3,seed,Fabaceae,,,,,-0.5485,1.096,2.7984
-0.0695,-0.0837,-0.055,1,0,288,c3c4+Family+element+Tissue,,,As,C3,seed,Fabaceae,,,,,-8.0293,-6.714,-5.3515
-0.0778,-0.0875,-0.068,1,0,657,c3c4+Family+element+Tissue,,,B,C3,seed,Fabaceae,,,,,-8.3781,-7.4851,-6.574
0.0446,0.0324,0.0577,1,0,100,c3c4+Family+element+Tissue,,,C,C3,seed,Fabaceae,,,,,3.2931,4.561,5.9397
-0.0451,-0.0561,-0.0338,1,0,933,c3c4+Family+element+Tissue,,,Ca,C3,seed,Fabaceae,,,,,-5.4555,-4.4098,-3.3235
0.0718,0.0123,0.1282,0.065,0.0133,15,c3c4+Family+element+Tissue,,,Ca,C3,shoot,Fabaceae,,,,,1.2376,7.444,13.678
-0.1852,-0.2002,-0.17,0.9999,0,288,c3c4+Family+element+Tissue,,,Cd,C3,seed,Fabaceae,,,,,-18.1433,-16.9062,-15.6335
-0.0265,-0.0387,-0.0141,1,0,288,c3c4+Family+element+Tissue,,,Co,C3,seed,Fabaceae,,,,,-3.7961,-2.6152,-1.4001
-0.0095,-0.0218,0.0043,1,0.1491,629,c3c4+Family+element+Tissue,,,Cu,C3,seed,Fabaceae,,,,,-2.1564,-0.9455,0.4309
0.2721,0.1584,0.3822,0.0585,0,12,c3c4+Family+element+Tissue,,,Cu,C3,shoot,Fabaceae,,,,,17.1635,31.2718,46.5505
-0.0732,-0.0814,-0.0651,1,0,1119,c3c4+Family+element+Tissue,,,Fe,C3,seed,Fabaceae,,,,,-7.8175,-7.0585,-6.3026
0.0785,-0.0623,0.2116,0.0653,0.2611,15,c3c4+Family+element+Tissue,,,Fe,C3,shoot,Fabaceae,,,,,-6.0399,8.1663,23.5654
-0.016,-0.0208,-0.0113,1,0,925,c3c4+Family+element+Tissue,,,K,C3,seed,Fabaceae,,,,,-2.0585,-1.5873,-1.1236
0.383,0.2133,0.5405,0.0645,0,12,c3c4+Family+element+Tissue,,,K,C3,shoot,Fabaceae,,,,,23.7756,46.6678,71.6865
-0.0098,-0.0149,-0.0048,1,0,925,c3c4+Family+element+Tissue,,,Mg,C3,seed,Fabaceae,,,,,-1.479,-0.9752,-0.4788
0.2362,0.0125,0.4735,0.0606,0.0429,15,c3c4+Family+element+Tissue,,,Mg,C3,shoot,Fabaceae,,,,,1.2578,26.6428,60.5604
-0.0744,-0.0807,-0.0681,1,0,1119,c3c4+Family+element+Tissue,,,Mn,C3,seed,Fabaceae,,,,,-7.753,-7.17,-6.5833
0.2508,0.1406,0.3545,0.0706,0,12,c3c4+Family+element+Tissue,,,Mn,C3,shoot,Fabaceae,,,,,15.0964,28.5053,42.5468
-0.0165,-0.0553,0.0235,0.6916,0.4165,288,c3c4+Family+element+Tissue,,,Mo,C3,seed,Fabaceae,,,,,-5.3799,-1.6365,2.3778
-0.0079,-0.0633,0.0476,0.0373,0.7263,8,c3c4+Family+element+Tissue,,,N,C3,pod,Fabaceae,,,,,-6.1338,-0.7869,4.8751
-0.0077,-0.0163,0.0021,1,0.104,340,c3c4+Family+element+Tissue,,,N,C3,seed,Fabaceae,,,,,-1.6168,-0.767,0.2102
-0.0079,-0.0633,0.0476,0.0388,0.725,8,c3c4+Family+element+Tissue,,,N proxy,C3,pod,Fabaceae,,,,,-6.1338,-0.7869,4.8751
0.0037,-0.0022,0.0102,1,0.2433,588,c3c4+Family+element+Tissue,,,N proxy,C3,seed,Fabaceae,,,,,-0.2198,0.3707,1.0252
0.1127,-0.0144,0.2338,0.0651,0.0784,12,c3c4+Family+element+Tissue,,,N proxy,C3,shoot,Fabaceae,,,,,-1.4297,11.9296,26.3392
-0.002,-0.0129,0.0081,1,0.716,323,c3c4+Family+element+Tissue,,,Na,C3,seed,Fabaceae,,,,,-1.2817,-0.1998,0.8133
0.1876,-0.0562,0.4565,0.0641,0.1825,9,c3c4+Family+element+Tissue,,,Na,C3,shoot,Fabaceae,,,,,-5.465,20.6351,57.8539
0.1248,0.1107,0.1391,1,0,288,c3c4+Family+element+Tissue,,,Ni,C3,seed,Fabaceae,,,,,11.706,13.2922,14.9239
-0.0212,-0.0263,-0.0163,1,0,967,c3c4+Family+element+Tissue,,,P,C3,seed,Fabaceae,,,,,-2.5957,-2.0977,-1.6168
0.3067,0.1716,0.4404,0.0611,0,12,c3c4+Family+element+Tissue,,,P,C3,shoot,Fabaceae,,,,,18.7203,35.8933,55.3328
